Sentences,Sentiment,Positive,Negative,Neutral,Compound
"But the boy never took his eye of f his
new friend","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.6486}",0.301,0.0,0.699,0.6486
"After all, he had all his money ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He thought about asking him to
give it back, but decided that would be unfriendly ","{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5023}",0.0,0.188,0.812,-0.5023
"He knew nothing about
the customs of the strange land he was in.
""I'll just watch him,"" he said to himself","{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2023}",0.0,0.083,0.917,-0.2023
"He knew he was stronger than his
friend.
Suddenly , there in the midst of all that confusion, he saw the most beautiful
sword he had ever seen","{'neg': 0.063, 'neu': 0.654, 'pos': 0.284, 'compound': 0.8313}",0.284,0.063,0.654,0.8313
"The scabbard was embossed in silver , and the
handle was black and encrusted with precious stones","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.5719}",0.198,0.0,0.802,0.5719
"The boy promised
himself that, when he returned from Egypt, he would buy that sword.
""Ask the owner of that stall how much the sword costs,"" he said to his
friend","{'neg': 0.051, 'neu': 0.789, 'pos': 0.161, 'compound': 0.5994}",0.161,0.051,0.789,0.5994
"Then he realized that he had been distracted for a few moments,
looking at the sword","{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.34}",0.0,0.146,0.854,-0.34
"His heart squeezed, as if his chest had suddenly
compressed it","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He was afraid to look around, because he knew what he
would find","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He continued to look at the beautiful sword for a bit longer ,
until he summoned the courage to turn around.
All around him was the market, with people coming and going, shouting
and buying, and the aroma of strange foods--- but nowhere could he find his
new companion.
The boy wanted to believe that his friend had simply become separated
from him by accident","{'neg': 0.077, 'neu': 0.801, 'pos': 0.122, 'compound': 0.5106}",0.122,0.077,0.801,0.5106
"He decided to stay right there and await his return.
As he waited, a priest climbed to the top of a nearby tower and began his
chant; everyone in the market fell to their knees, touched their foreheads to
the ground, and took up the chant","{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.296}",0.071,0.0,0.929,0.296
"Then, like a colony of worker ants, they
dismantled their stalls and left.
The sun began its departure, as well","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",0.213,0.0,0.787,0.5574
"The boy watched it through its
trajectory for some time, until it was hidden behind the white houses","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
surrounding the plaza,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He recalled that when the sun had risen that
morning, he was on another continent, still a shepherd with sixty sheep, and
looking forward to meeting with a girl","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"That morning he had known
everything that was going to happen to him as he walked through the
familiar fields","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But now , as the sun began to set, he was in a dif ferent
country , a stranger in a strange land, where he couldn't even speak the
language","{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.296}",0.0,0.084,0.916,-0.296
"He was no longer a shepherd, and he had nothing, not even the
money to return and start everything over .
All this happened between sunrise and sunset, the boy thought","{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.296}",0.0,0.073,0.927,-0.296
"He was
feeling sorry for himself, and lamenting the fact that his life could have
changed so suddenly and so drastically .
He was so ashamed that he wanted to cry ","{'neg': 0.301, 'neu': 0.66, 'pos': 0.04, 'compound': -0.8718}",0.04,0.301,0.66,-0.8718
"He had never even wept in front
of his own sheep","{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.357}",0.199,0.0,0.801,0.357
"But the marketplace was empty , and he was far from
home, so he wept","{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.7662}",0.0,0.355,0.645,-0.7662
"He wept because God was unfair , and because this was
the way God repaid those who believed in their dreams.
When I had my sheep, I was happy , and I made those around me happy .
People saw me coming and welcomed me, he thought","{'neg': 0.109, 'neu': 0.591, 'pos': 0.299, 'compound': 0.8625}",0.299,0.109,0.591,0.8625
"But now I'm sad and
alone","{'neg': 0.624, 'neu': 0.376, 'pos': 0.0, 'compound': -0.7684}",0.0,0.624,0.376,-0.7684
"I'm going to become bitter and distrustful of people because one
person betrayed me","{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.872}",0.0,0.474,0.526,-0.872
"I'm going to hate those who have found their treasure
because I never found mine","{'neg': 0.207, 'neu': 0.67, 'pos': 0.123, 'compound': -0.3612}",0.123,0.207,0.67,-0.3612
"And I'm going to hold on to what little I have,
because I'm too insignificant to conquer the world.
He opened his pouch to see what was left of his possessions; maybe there
was a bit left of the sandwich he had eaten on the ship","{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.34}",0.0,0.053,0.947,-0.34
"But all he found was
the heavy book, his jacket, and the two stones the old man had given him.
As he looked at the stones, he felt relieved for some reason","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.5267}",0.099,0.0,0.901,0.5267
"He had
exchanged six sheep for two precious stones that had been taken from a
gold breastplate","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.5719}",0.198,0.0,0.802,0.5719
He could sell the stones and buy a return ticket,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But this
time I'll be smarter , the boy thought, removing them from the pouch so he
could put them in his pocket","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.6124}",0.16,0.0,0.84,0.6124
"This was a port town, and the only truthful
thing his friend had told him was that port towns are full of thieves.
Now he understood why the owner of the bar had been so upset: he was","{'neg': 0.145, 'neu': 0.719, 'pos': 0.135, 'compound': -0.1195}",0.135,0.145,0.719,-0.1195
trying to tell him not to trust that man,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4023}",0.0,0.252,0.748,-0.4023
"""I'm like everyone else—I see the
world in terms of what I would like to see happen, not what actually does.""
He ran his fingers slowly over the stones, sensing their temperature and
feeling their surfaces","{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.6705}",0.169,0.0,0.831,0.6705
They were his treasure,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",0.423,0.0,0.577,0.296
"Just handling them made him
feel better ","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.326,0.0,0.674,0.4404
"They reminded him of the old man.
""When you want something, all the universe conspires in helping you to
achieve it,"" he had said.
The boy was trying to understand the truth of what the old man had said.
There he was in the empty marketplace, without a cent to his name, and
with not a sheep to guard through the night","{'neg': 0.028, 'neu': 0.881, 'pos': 0.091, 'compound': 0.4588}",0.091,0.028,0.881,0.4588
"But the stones were proof that
he had met with a king—a king who knew of the boy's past.
""They're called Urim and Thummim, and they can help you to read the
omens."" The boy put the stones back in the pouch and decided to do an
experiment","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.5499}",0.072,0.0,0.928,0.5499
"The old man had said to ask very clear questions, and to do
that, the boy had to know what he wanted","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4391}",0.121,0.0,0.879,0.4391
"So, he asked if the old man's
blessing was still with him.
He took out one of the stones","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4939}",0.151,0.0,0.849,0.4939
"It was ""yes.""
""Am I going to find my treasure?"" he asked.
He stuck his hand into the pouch, and felt around for one of the stones","{'neg': 0.068, 'neu': 0.822, 'pos': 0.11, 'compound': 0.296}",0.11,0.068,0.822,0.296
"As
he did so, both of them pushed through a hole in the pouch and fell to the
ground","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The boy had never even noticed that there was a hole in his pouch.
He knelt down to find Urim and Thummim and put them back in the pouch.
But as he saw them lying there on the ground, another phrase came to his
mind.
""Learn to recognize omens, and follow them,"" the old king had said.
An omen","{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.6808}",0.0,0.075,0.925,-0.6808
The boy smiled to himself,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.5423}",0.467,0.0,0.533,0.5423
"He picked up the two stones and put
them back in his pouch","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He didn't consider mending the hole—the stones
could fall through any time they wanted","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
He had learned that there were,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"certain things one shouldn't ask about, so as not to flee from one's own
destiny ","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2732}",0.13,0.0,0.87,0.2732
"""I promised that I would make my own decisions,"" he said to
himself.
But the stones had told him that the old man was still with him, and that
made him feel more confident","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.7572}",0.173,0.0,0.827,0.7572
"He looked around at the empty plaza again,
feeling less desperate than before","{'neg': 0.249, 'neu': 0.653, 'pos': 0.098, 'compound': -0.3197}",0.098,0.249,0.653,-0.3197
"This wasn't a strange place; it was a new
one.
After all, what he had always wanted was just that: to know new places.
Even if he never got to the Pyramids, he had already traveled farther than
any shepherd he knew ","{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.1511}",0.039,0.0,0.961,0.1511
"Oh, if they only knew how dif ferent things are just
two hours by ship from where they are, he thought","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Although his new world
at the moment was just an empty marketplace, he had already seen it when
it was teeming with life, and he would never for get it","{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.2023}",0.0,0.058,0.942,-0.2023
"He remembered the
sword","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"It hurt him a bit to think about it, but he had never seen one like it
before","{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.5947}",0.0,0.245,0.755,-0.5947
"As he mused about these things, he realized that he had to choose
between thinking of himself as the poor victim of a thief and as an
adventurer in quest of his treasure.
""I'm an adventurer , looking for treasure,"" he said to himself.
*
He was shaken into wakefulness by someone","{'neg': 0.169, 'neu': 0.718, 'pos': 0.113, 'compound': -0.5106}",0.113,0.169,0.718,-0.5106
"He had fallen asleep in the
middle of the marketplace, and life in the plaza was about to resume.
Looking around, he sought his sheep, and then realized that he was in a new
world","{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.3612}",0.0,0.07,0.93,-0.3612
"But instead of being saddened, he was happy ","{'neg': 0.294, 'neu': 0.383, 'pos': 0.323, 'compound': 0.1154}",0.323,0.294,0.383,0.1154
"He no longer had to
seek out food and water for the sheep; he could go in search of his treasure,
instead","{'neg': 0.09, 'neu': 0.82, 'pos': 0.09, 'compound': 0.0}",0.09,0.09,0.82,0.0
"He had not a cent in his pocket, but he had faith","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5719}",0.27,0.0,0.73,0.5719
"He had decided,
the night before, that he would be as much an adventurer as the ones he had
admired in books.
He walked slowly through the market","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.6705}",0.175,0.0,0.825,0.6705
"The merchants were assembling their
stalls, and the boy helped a candy seller to do his","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The candy seller had a
smile on his face: he was happy , aware of what his life was about, and ready","{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.8271}",0.339,0.0,0.661,0.8271
to begin a day's work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"His smile reminded the boy of the old man— the
mysterious old king he had met","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}",0.143,0.0,0.857,0.3612
"""This candy merchant isn't making candy
so that later he can travel or marry a shopkeeper's daughter ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He's doing it
because it's what he wants to do,"" thought the boy ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He realized that he could
do the same thing the old man had done—sense whether a person was near
to or far from his destiny ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
Just by looking at them,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"It's easy , and yet I've
never done it before, he thought.
When the stall was assembled, the candy seller of fered the boy the first
sweet he had made for the day ","{'neg': 0.049, 'neu': 0.79, 'pos': 0.161, 'compound': 0.6249}",0.161,0.049,0.79,0.6249
"The boy thanked him, ate it, and went on his
way","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.225,0.0,0.775,0.4404
"When he had gone only a short distance, he realized that, while they
were erecting the stall, one of them had spoken Arabic and the other
Spanish.
And they had understood each other perfectly well.
There must be a language that doesn't depend on words, the boy thought.
I've already had that experience with my sheep, and now it's happening with
people.
He was learning a lot of new things","{'neg': 0.025, 'neu': 0.888, 'pos': 0.087, 'compound': 0.6705}",0.087,0.025,0.888,0.6705
"Some of them were things that he had
already experienced, and weren't really new , but that he had never perceived
before","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"And he hadn't perceived them because he had become accustomed
to them","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He realized: If I can learn to understand this language without
words, I can learn to understand the world.
Relaxed and unhurried, he resolved that he would walk through the narrow
streets of T angier ","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.5994}",0.14,0.0,0.86,0.5994
Only in that way would he be able to read the omens,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He
knew it would require a lot of patience, but shepherds know all about
patience","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Once again he saw that, in that strange land, he was applying the
same lessons he had learned with his sheep.
""All things are one,"" the old man had said.
*
The crystal merchant awoke with the day , and felt the same anxiety that he
felt every morning","{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.3612}",0.0,0.072,0.928,-0.3612
He had been in the same place for thirty years: a shop at,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
the top of a hilly street where few customers passed,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.2023}",0.184,0.0,0.816,0.2023
"Now it was too late to
change anything—the only thing he had ever learned to do was to buy and
sell crystal glassware","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"There had been a time when many people knew of
his shop: Arab merchants, French and English geologists, German soldiers
who were always well-heeled","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
